Nstudy,Study,YearStudy,Age,Name,Forest.cov,MeanHabitat,BGroupOverall,BGroupBRealm,BGroupBiome,BGroupContIsla,nAi,nAk,Ai,Ak,RRR,nSi,nSk,Dissim,Sim_S_toOGF,Sor_in_OGF,RRS,StudyTaxa,Ntaxa,Taxa,Country,Continent_Island,Site,Biogeographic_realms,Nbiome,Biome,Mean_Longitude,Mean_Latitude,Mean_Elevation,Mean_Rainfall,Matrix_Means,Matrix,Ndist,Previous_Use,Methods,MeanMet,N,Gamma,List,Data,MeanData,Moist_Forest_specialist,p.ForSpec,InSpp,p.In,SDSpp,p.SD,GrSpp,p.Gr,PrSpp,p.Pr,PoSpp,p.Po,ScSpp,p.Sc,GzSpp,p.Gz
16,Lieberman,1986,NA,16.Lieberman.1986.NA,OGF,Undisturbed_Forest_Not_Dated,ReptilesOGF,NeotropicReptilesOGF,1.TropMoReptilesOGF,ContinentReptilesOGF,1,1,15,15,0,1,1,0.000,1.000,1.000,0.000,1,2,Reptiles,Costa_Rica,Continent,La_Selva_Biological_Station,Neotropic,1.TropMo,Tropical_and_Subtropical_Moist_Broadleaf_Forest,-86,10,60,4000,2,Fragmented,5,U,RLP,Reptiles_Litterplots,2,22,Yes,A,Abundance,9,0.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
17,Bowman_etal,1990,1,17.Bowman_etal.1990.1,ES,mean.A.B,ReptilesES,AustralasiaReptilesES,1.TropMoReptilesES,IslandReptilesES,2,1,7.5,13,-0.550046337,2,1,0.368,0.725,1.000,-0.322,2,2,Reptiles,Papua_New_Guinea,Island,Baiteta_village,Australasia,1.TropMo,Tropical_and_Subtropical_Moist_Broadleaf_Forest,145,-5,380,3558,3,Mixed,4,SB,LPF,Litter_Pitfall_and_Search,6,25,Yes,P,Presence,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
17,Bowman_etal,1990,1,17.Bowman_etal.1990.1,ES,mean.A.B,ReptilesES,AustralasiaReptilesES,1.TropMoReptilesES,IslandReptilesES,2,1,7.5,13,-0.550046337,2,1,0.182,0.725,1.000,-0.322,2,2,Reptiles,Papua_New_Guinea,Island,Baiteta_village,Australasia,1.TropMo,Tropical_and_Subtropical_Moist_Broadleaf_Forest,145,-5,380,3558,3,Mixed,4,SB,LPF,Litter_Pitfall_and_Search,6,25,Yes,P,Presence,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
17,Bowman_etal,1990,4,17.Bowman_etal.1990.4,YSF,C,ReptilesYSF,AustralasiaReptilesYSF,1.TropMoReptilesYSF,IslandReptilesYSF,1,1,10,13,-0.262364264,1,1,0.130,0.870,1.000,-0.140,2,2,Reptiles,Papua_New_Guinea,Island,Baiteta_village,Australasia,1.TropMo,Tropical_and_Subtropical_Moist_Broadleaf_Forest,145,-5,380,3558,3,Mixed,4,SB,LPF,Litter_Pitfall_and_Search,6,25,Yes,P,Presence,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
17,Bowman_etal,1990,8,17.Bowman_etal.1990.8,YSF,D,ReptilesYSF,AustralasiaReptilesYSF,1.TropMoReptilesYSF,IslandReptilesYSF,1,1,12,13,-0.080042708,1,1,0.120,0.880,1.000,-0.128,2,2,Reptiles,Papua_New_Guinea,Island,Baiteta_village,Australasia,1.TropMo,Tropical_and_Subtropical_Moist_Broadleaf_Forest,145,-5,380,3558,3,Mixed,4,SB,LPF,Litter_Pitfall_and_Search,6,25,Yes,P,Presence,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
17,Bowman_etal,1990,26,17.Bowman_etal.1990.26,MSF,E,ReptilesMSF,AustralasiaReptilesMSF,1.TropMoReptilesMSF,IslandReptilesMSF,1,1,13,13,0,1,1,0.154,0.846,1.000,-0.167,2,2,Reptiles,Papua_New_Guinea,Island,Baiteta_village,Australasia,1.TropMo,Tropical_and_Subtropical_Moist_Broadleaf_Forest,145,-5,380,3558,3,Mixed,4,SB,LPF,Litter_Pitfall_and_Search,6,25,Yes,P,Presence,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
17,Bowman_etal,1990,75,17.Bowman_etal.1990.75,OGF,F_used_as_Ref,ReptilesOGF,AustralasiaReptilesOGF,1.TropMoReptilesOGF,IslandReptilesOGF,1,1,13,13,0,1,1,0.000,1.000,1.000,0.000,2,2,Reptiles,Papua_New_Guinea,Island,Baiteta_village,Australasia,1.TropMo,Tropical_and_Subtropical_Moist_Broadleaf_Forest,145,-5,380,3558,3,Mixed,5,U,LPF,Litter_Pitfall_and_Search,6,25,Yes,P,Presence,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18,Heinen,1992,5,18.Heinen.1992.5,YSF,New_Cacao_Site,ReptilesYSF,NeotropicReptilesYSF,1.TropMoReptilesYSF,ContinentReptilesYSF,1,1,7,6,0.15415068,1,1,0.385,0.615,1.000,-0.486,3,2,Reptiles,Costa_Rica,Continent,La_Selva_Biological_Station,Neotropic,1.TropMo,Tropical_and_Subtropical_Moist_Broadleaf_Forest,-86,10,60,4000,2,Fragmented,1,CA,RLP,Reptiles_Litterplots,3,11,Yes,A,Abundance,3,0.428571429,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18,Heinen,1992,25,18.Heinen.1992.25,MSF,Old_Cacao_Site,ReptilesMSF,NeotropicReptilesMSF,1.TropMoReptilesMSF,ContinentReptilesMSF,1,1,8,6,0.287682072,1,1,0.429,0.571,1.000,-0.560,3,2,Reptiles,Costa_Rica,Continent,La_Selva_Biological_Station,Neotropic,1.TropMo,Tropical_and_Subtropical_Moist_Broadleaf_Forest,-86,10,60,4000,2,Fragmented,1,CA,RLP,Reptiles_Litterplots,3,11,Yes,A,Abundance,3,0.375,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18,Heinen,1992,NA,18.Heinen.1992.NA,OGF,Primary_Forest_used_as_Ref,ReptilesOGF,NeotropicReptilesOGF,1.TropMoReptilesOGF,ContinentReptilesOGF,1,1,6,6,0,1,1,0.000,1.000,1.000,0.000,3,2,Reptiles,Costa_Rica,Continent,La_Selva_Biological_Station,Neotropic,1.TropMo,Tropical_and_Subtropical_Moist_Broadleaf_Forest,-86,10,60,4000,2,Fragmented,5,U,RLP,Reptiles_Litterplots,3,11,Yes,A,Abundance,4,0.666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
19,Glor_etal,2001,3,19.Glor_etal.2001.3,YSF,Abandoned_pasture,ReptilesYSF,NeotropicReptilesYSF,1.TropMoReptilesYSF,IslandReptilesYSF,1,2,6,8.5,-0.348306694,1,2,0.294,0.706,0.794,-0.118,4,2,Reptiles,Dominican_Republic,Island,Los_Haitises_National_Park,Neotropic,1.TropMo,Tropical_and_Subtropical_Moist_Broadleaf_Forest,-69,19,35,2000,2,Fragmented,1,CA,GT,Glue_Trap,6,13,Yes,A,Abundance,1,0.166666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
19,Glor_etal,2001,5,19.Glor_etal.2001.5,YSF,Young_Conuco,ReptilesYSF,NeotropicReptilesYSF,1.TropMoReptilesYSF,IslandReptilesYSF,1,2,7,8.5,-0.194156014,1,2,0.333,0.667,0.794,-0.175,4,2,Reptiles,Dominican_Republic,Island,Los_Haitises_National_Park,Neotropic,1.TropMo,Tropical_and_Subtropical_Moist_Broadleaf_Forest,-69,19,35,2000,2,Fragmented,1,CA,GT,Glue_Trap,6,13,Yes,A,Abundance,1,0.142857143,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
19,Glor_etal,2001,8,19.Glor_etal.2001.8,YSF,Old_Conuco,ReptilesYSF,NeotropicReptilesYSF,1.TropMoReptilesYSF,IslandReptilesYSF,1,2,8,8.5,-0.060624622,1,2,0.263,0.737,0.794,-0.075,4,2,Reptiles,Dominican_Republic,Island,Los_Haitises_National_Park,Neotropic,1.TropMo,Tropical_and_Subtropical_Moist_Broadleaf_Forest,-69,19,35,2000,2,Fragmented,1,CA,GT,Glue_Trap,6,13,Yes,A,Abundance,1,0.125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
19,Glor_etal,2001,80,19.Glor_etal.2001.80,OSF,Abandoned_Cacao,ReptilesOSF,NeotropicReptilesOSF,1.TropMoReptilesOSF,IslandReptilesOSF,1,2,8,8.5,-0.060624622,1,2,0.263,0.737,0.794,-0.075,4,2,Reptiles,Dominican_Republic,Island,Los_Haitises_National_Park,Neotropic,1.TropMo,Tropical_and_Subtropical_Moist_Broadleaf_Forest,-69,19,35,2000,2,Fragmented,1,CA,GT,Glue_Trap,6,13,Yes,A,Abundance,1,0.125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
19,Glor_etal,2001,NA,19.Glor_etal.2001.NA,OGF,mean.Forest.Mogote_top,ReptilesOGF,NeotropicReptilesOGF,1.TropMoReptilesOGF,IslandReptilesOGF,2,2,8.5,8.5,0,2,2,0.412,0.794,0.794,0.000,4,2,Reptiles,Dominican_Republic,Island,Los_Haitises_National_Park,Neotropic,1.TropMo,Tropical_and_Subtropical_Moist_Broadleaf_Forest,-69,19,35,2000,2,Fragmented,5,U,GT,Glue_Trap,6,13,Yes,A,Abundance,1,0.117647059,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
19,Glor_etal,2001,NA,19.Glor_etal.2001.NA,OGF,mean.Forest.Mogote_top,ReptilesOGF,NeotropicReptilesOGF,1.TropMoReptilesOGF,IslandReptilesOGF,2,2,8.5,8.5,0,2,2,0.000,0.794,0.794,0.000,4,2,Reptiles,Dominican_Republic,Island,Los_Haitises_National_Park,Neotropic,1.TropMo,Tropical_and_Subtropical_Moist_Broadleaf_Forest,-69,19,35,2000,2,Fragmented,5,U,GT,Glue_Trap,6,13,Yes,A,Abundance,4,0.470588235,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20,Pawar_etal,2004,1,20.Pawar_etal.2004.1,YSF,"mean.jh1A,jh1B",ReptilesYSF,Indo_MalayReptilesYSF,1.TropMoReptilesYSF,ContinentReptilesYSF,2,2,6.5,10.5,-0.47957308,2,2,0.778,0.170,0.833,-1.589,5,2,Reptiles,India,Continent,Ngengpui_Wildlife_Sanctuary,Indo_Malay,1.TropMo,Tropical_and_Subtropical_Moist_Broadleaf_Forest,93,22,700,2800,2,Fragmented,4,SB,RLP,Reptiles_Litterplots,7,17,Yes,P,Presence,1,0.153846154,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20,Pawar_etal,2004,1,20.Pawar_etal.2004.1,YSF,"mean.jh1A,jh1B",ReptilesYSF,Indo_MalayReptilesYSF,1.TropMoReptilesYSF,ContinentReptilesYSF,2,2,6.5,10.5,-0.47957308,2,2,0.882,0.170,0.833,-1.589,5,2,Reptiles,India,Continent,Ngengpui_Wildlife_Sanctuary,Indo_Malay,1.TropMo,Tropical_and_Subtropical_Moist_Broadleaf_Forest,93,22,700,2800,2,Fragmented,4,SB,RLP,Reptiles_Litterplots,7,17,Yes,P,Presence,1,0.153846154,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20,Pawar_etal,2004,5,20.Pawar_etal.2004.5,YSF,jh5,ReptilesYSF,Indo_MalayReptilesYSF,1.TropMoReptilesYSF,ContinentReptilesYSF,1,2,7,10.5,-0.405465108,1,2,0.667,0.333,0.833,-0.916,5,2,Reptiles,India,Continent,Ngengpui_Wildlife_Sanctuary,Indo_Malay,1.TropMo,Tropical_and_Subtropical_Moist_Broadleaf_Forest,93,22,700,2800,2,Fragmented,4,SB,RLP,Reptiles_Litterplots,7,17,Yes,P,Presence,2,0.285714286,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20,Pawar_etal,2004,10,20.Pawar_etal.2004.10,YSF,jh10,ReptilesYSF,Indo_MalayReptilesYSF,1.TropMoReptilesYSF,ContinentReptilesYSF,1,2,9,10.5,-0.15415068,1,2,0.600,0.400,0.833,-0.734,5,2,Reptiles,India,Continent,Ngengpui_Wildlife_Sanctuary,Indo_Malay,1.TropMo,Tropical_and_Subtropical_Moist_Broadleaf_Forest,93,22,700,2800,2,Fragmented,4,SB,RLP,Reptiles_Litterplots,7,17,Yes,P,Presence,3,0.333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20,Pawar_etal,2004,35,20.Pawar_etal.2004.35,MSF,jh35,ReptilesMSF,Indo_MalayReptilesMSF,1.TropMoReptilesMSF,ContinentReptilesMSF,1,2,11,10.5,0.046520016,1,2,0.273,0.727,0.833,-0.136,5,2,Reptiles,India,Continent,Ngengpui_Wildlife_Sanctuary,Indo_Malay,1.TropMo,Tropical_and_Subtropical_Moist_Broadleaf_Forest,93,22,700,2800,2,Fragmented,4,SB,RLP,Reptiles_Litterplots,7,17,Yes,P,Presence,7,0.636363636,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20,Pawar_etal,2004,NA,20.Pawar_etal.2004.NA,OGF,mean.matB.matC,ReptilesOGF,Indo_MalayReptilesOGF,1.TropMoReptilesOGF,ContinentReptilesOGF,2,2,10.5,10.5,0,2,2,0.333,0.833,0.833,0.000,5,2,Reptiles,India,Continent,Ngengpui_Wildlife_Sanctuary,Indo_Malay,1.TropMo,Tropical_and_Subtropical_Moist_Broadleaf_Forest,93,22,700,2800,2,Fragmented,5,U,RLP,Reptiles_Litterplots,7,17,Yes,P,Presence,7,0.666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20,Pawar_etal,2004,NA,20.Pawar_etal.2004.NA,OGF,mean.matB.matC,ReptilesOGF,Indo_MalayReptilesOGF,1.TropMoReptilesOGF,ContinentReptilesOGF,2,2,10.5,10.5,0,2,2,0.000,0.833,0.833,0.000,5,2,Reptiles,India,Continent,Ngengpui_Wildlife_Sanctuary,Indo_Malay,1.TropMo,Tropical_and_Subtropical_Moist_Broadleaf_Forest,93,22,700,2800,2,Fragmented,5,U,RLP,Reptiles_Litterplots,7,17,Yes,P,Presence,10,0.952380952,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
21,Kanowski_etal,2006,15,21.Kanowski_etal.2006.15,YSF,Regrowth_Tropics,ReptilesYSF,AustralasiaReptilesYSF,1.TropMoReptilesYSF,ContinentReptilesYSF,1,1,3,10,-1.203972804,1,1,0.846,0.154,1.000,-1.872,6,2,Reptiles,Australia,Continent,Tropics_Queensland_New_South_Wales,Australasia,1.TropMo,Tropical_and_Subtropical_Moist_Broadleaf_Forest,153,-28,205,1550,3,Mixed,1,CA,RLP,Reptiles_Litterplots,2,15,Yes,P,Presence,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
21,Kanowski_etal,2006,NA,21.Kanowski_etal.2006.NA,OGF,Rainforest_used_as_Ref,ReptilesOGF,AustralasiaReptilesOGF,1.TropMoReptilesOGF,ContinentReptilesOGF,1,1,10,10,0,1,1,0.000,1.000,1.000,0.000,6,2,Reptiles,Australia,Continent,Tropics_Queensland_New_South_Wales,Australasia,1.TropMo,Tropical_and_Subtropical_Moist_Broadleaf_Forest,153,-28,205,1550,3,Mixed,5,U,RLP,Reptiles_Litterplots,2,15,Yes,P,Presence,7,0.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
22,Gardner_etal,2007,17,22.Gardner_etal.2007.17,YSF,mean.Area55.56.75.86.91,ReptilesYSF,NeotropicReptilesYSF,1.TropMoReptilesYSF,ContinentReptilesYSF,5,5,8,13.6,-0.530628251,NA,NA,NA,NA,NA,NA,8,2,Reptiles,Brazil,Continent,Jari_River,Neotropic,1.TropMo,Tropical_and_Subtropical_Moist_Broadleaf_Forest,-52,-1,100,2115,1,Continuous_Forest,3,P,RVT,Reptiles_Visual_Transect,10,30,No,R,Species_richness,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
22,Gardner_etal,2007,17,22.Gardner_etal.2007.17,YSF,mean.Area55.56.75.86.91,ReptilesYSF,NeotropicReptilesYSF,1.TropMoReptilesYSF,ContinentReptilesYSF,5,5,8,13.6,-0.530628251,NA,NA,NA,NA,NA,NA,8,2,Reptiles,Brazil,Continent,Jari_River,Neotropic,1.TropMo,Tropical_and_Subtropical_Moist_Broadleaf_Forest,-52,-1,100,2115,1,Continuous_Forest,3,P,RVT,Reptiles_Visual_Transect,10,30,No,R,Species_richness,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
22,Gardner_etal,2007,17,22.Gardner_etal.2007.17,YSF,mean.Area55.56.75.86.91,ReptilesYSF,NeotropicReptilesYSF,1.TropMoReptilesYSF,ContinentReptilesYSF,5,5,8,13.6,-0.530628251,NA,NA,NA,NA,NA,NA,8,2,Reptiles,Brazil,Continent,Jari_River,Neotropic,1.TropMo,Tropical_and_Subtropical_Moist_Broadleaf_Forest,-52,-1,100,2115,1,Continuous_Forest,3,P,RVT,Reptiles_Visual_Transect,10,30,No,R,Species_richness,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
22,Gardner_etal,2007,17,22.Gardner_etal.2007.17,YSF,mean.Area55.56.75.86.91,ReptilesYSF,NeotropicReptilesYSF,1.TropMoReptilesYSF,ContinentReptilesYSF,5,5,8,13.6,-0.530628251,NA,NA,NA,NA,NA,NA,8,2,Reptiles,Brazil,Continent,Jari_River,Neotropic,1.TropMo,Tropical_and_Subtropical_Moist_Broadleaf_Forest,-52,-1,100,2115,1,Continuous_Forest,3,P,RVT,Reptiles_Visual_Transect,10,30,No,R,Species_richness,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
22,Gardner_etal,2007,17,22.Gardner_etal.2007.17,YSF,mean.Area55.56.75.86.91,ReptilesYSF,NeotropicReptilesYSF,1.TropMoReptilesYSF,ContinentReptilesYSF,5,5,8,13.6,-0.530628251,NA,NA,NA,NA,NA,NA,8,2,Reptiles,Brazil,Continent,Jari_River,Neotropic,1.TropMo,Tropical_and_Subtropical_Moist_Broadleaf_Forest,-52,-1,100,2115,1,Continuous_Forest,3,P,RVT,Reptiles_Visual_Transect,10,30,No,R,Species_richness,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
22,Gardner_etal,2007,NA,22.Gardner_etal.2007.NA,OGF,mean.Bituba.Quaruba.Pacanari.Castanhal.Estacao,ReptilesOGF,NeotropicReptilesOGF,1.TropMoReptilesOGF,ContinentReptilesOGF,5,5,13.6,13.6,0,NA,NA,NA,NA,NA,NA,8,2,Reptiles,Brazil,Continent,Jari_River,Neotropic,1.TropMo,Tropical_and_Subtropical_Moist_Broadleaf_Forest,-52,-1,100,2115,1,Continuous_Forest,5,U,RVT,Reptiles_Visual_Transect,10,30,No,R,Species_richness,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
22,Gardner_etal,2007,NA,22.Gardner_etal.2007.NA,OGF,mean.Bituba.Quaruba.Pacanari.Castanhal.Estacao,ReptilesOGF,NeotropicReptilesOGF,1.TropMoReptilesOGF,ContinentReptilesOGF,5,5,13.6,13.6,0,NA,NA,NA,NA,NA,NA,8,2,Reptiles,Brazil,Continent,Jari_River,Neotropic,1.TropMo,Tropical_and_Subtropical_Moist_Broadleaf_Forest,-52,-1,100,2115,1,Continuous_Forest,5,U,RVT,Reptiles_Visual_Transect,10,30,No,R,Species_richness,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
22,Gardner_etal,2007,NA,22.Gardner_etal.2007.NA,OGF,mean.Bituba.Quaruba.Pacanari.Castanhal.Estacao,ReptilesOGF,NeotropicReptilesOGF,1.TropMoReptilesOGF,ContinentReptilesOGF,5,5,13.6,13.6,0,NA,NA,NA,NA,NA,NA,8,2,Reptiles,Brazil,Continent,Jari_River,Neotropic,1.TropMo,Tropical_and_Subtropical_Moist_Broadleaf_Forest,-52,-1,100,2115,1,Continuous_Forest,5,U,RVT,Reptiles_Visual_Transect,10,30,No,R,Species_richness,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
22,Gardner_etal,2007,NA,22.Gardner_etal.2007.NA,OGF,mean.Bituba.Quaruba.Pacanari.Castanhal.Estacao,ReptilesOGF,NeotropicReptilesOGF,1.TropMoReptilesOGF,ContinentReptilesOGF,5,5,13.6,13.6,0,NA,NA,NA,NA,NA,NA,8,2,Reptiles,Brazil,Continent,Jari_River,Neotropic,1.TropMo,Tropical_and_Subtropical_Moist_Broadleaf_Forest,-52,-1,100,2115,1,Continuous_Forest,5,U,RVT,Reptiles_Visual_Transect,10,30,No,R,Species_richness,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
22,Gardner_etal,2007,NA,22.Gardner_etal.2007.NA,OGF,mean.Bituba.Quaruba.Pacanari.Castanhal.Estacao,ReptilesOGF,NeotropicReptilesOGF,1.TropMoReptilesOGF,ContinentReptilesOGF,5,5,13.6,13.6,0,NA,NA,NA,NA,NA,NA,8,2,Reptiles,Brazil,Continent,Jari_River,Neotropic,1.TropMo,Tropical_and_Subtropical_Moist_Broadleaf_Forest,-52,-1,100,2115,1,Continuous_Forest,5,U,RVT,Reptiles_Visual_Transect,10,30,No,R,Species_richness,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
23,Rios_and_Aide,2007,0,23.Rios_and_Aide.2007.0,ES,Deforested_valley,ReptilesES,NeotropicReptilesES,1.TropMoReptilesES,IslandReptilesES,1,2,3,8.5,-1.041453875,1,2,0.667,0.333,0.912,-1.006,9,2,Reptiles,Puerto_Rico,Island,Sabana_Seca,Neotropic,1.TropMo,Tropical_and_Subtropical_Moist_Broadleaf_Forest,-66,18,100,1700,2,Fragmented,3,P,RVT,Reptiles_Visual_Transect,4,11,Yes,P,Presence,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
23,Rios_and_Aide,2007,35,23.Rios_and_Aide.2007.35,MSF,Old_Valley,ReptilesMSF,NeotropicReptilesMSF,1.TropMoReptilesMSF,IslandReptilesMSF,1,2,8,8.5,-0.060624622,1,2,0.176,0.824,0.912,-0.102,9,2,Reptiles,Puerto_Rico,Island,Sabana_Seca,Neotropic,1.TropMo,Tropical_and_Subtropical_Moist_Broadleaf_Forest,-66,18,100,1700,2,Fragmented,3,P,RVT,Reptiles_Visual_Transect,4,11,Yes,P,Presence,4,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
23,Rios_and_Aide,2007,65,23.Rios_and_Aide.2007.65,OGF,mean.Karst_hilltop.Karst_hillside,ReptilesOGF,NeotropicReptilesOGF,1.TropMoReptilesOGF,IslandReptilesOGF,2,2,8.5,8.5,0,2,2,0.176,0.912,0.912,0.000,9,2,Reptiles,Puerto_Rico,Island,Sabana_Seca,Neotropic,1.TropMo,Tropical_and_Subtropical_Moist_Broadleaf_Forest,-66,18,100,1700,2,Fragmented,5,U,RVT,Reptiles_Visual_Transect,4,11,Yes,P,Presence,3,0.352941176,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
23,Rios_and_Aide,2007,65,23.Rios_and_Aide.2007.65,OGF,mean.Karst_hilltop.Karst_hillside,ReptilesOGF,NeotropicReptilesOGF,1.TropMoReptilesOGF,IslandReptilesOGF,2,2,8.5,8.5,0,2,2,0.000,0.912,0.912,0.000,9,2,Reptiles,Puerto_Rico,Island,Sabana_Seca,Neotropic,1.TropMo,Tropical_and_Subtropical_Moist_Broadleaf_Forest,-66,18,100,1700,2,Fragmented,5,U,RVT,Reptiles_Visual_Transect,4,11,Yes,P,Presence,3,0.352941176,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
24,Woinarski_etal,2009,0,24.Woinarski_etal.2009.0,ES,Cleared,ReptilesES,AustralasiaReptilesES,3.TropGrSSReptilesES,ContinentReptilesES,1,1,20,35,-0.559615788,1,1,0.455,0.545,1.000,-0.606,10,2,Reptiles,Australia,Continent,Daly_River,Australasia,3.TropGrSS,Tropical_and_Subtropical_Grasslands_Savannas_and_Shrublands,132,-14,100,1200,3,Mixed,3,P,LPF,Litter_Pitfall_and_Search,3,48,Yes,A,Abundance,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
24,Woinarski_etal,2009,35,24.Woinarski_etal.2009.35,MSF,Regrowth,ReptilesMSF,AustralasiaReptilesMSF,3.TropGrSSReptilesMSF,ContinentReptilesMSF,1,1,36,35,0.028170877,1,1,0.268,0.732,1.000,-0.311,10,2,Reptiles,Australia,Continent,Daly_River,Australasia,3.TropGrSS,Tropical_and_Subtropical_Grasslands_Savannas_and_Shrublands,132,-14,100,1200,3,Mixed,3,P,LPF,Litter_Pitfall_and_Search,3,48,Yes,A,Abundance,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
24,Woinarski_etal,2009,NA,24.Woinarski_etal.2009.NA,OGF,Intact_Forest,ReptilesOGF,AustralasiaReptilesOGF,3.TropGrSSReptilesOGF,ContinentReptilesOGF,1,1,35,35,0,1,1,0.000,1.000,1.000,0.000,10,2,Reptiles,Australia,Continent,Daly_River,Australasia,3.TropGrSS,Tropical_and_Subtropical_Grasslands_Savannas_and_Shrublands,132,-14,100,1200,3,Mixed,5,U,LPF,Litter_Pitfall_and_Search,3,48,Yes,A,Abundance,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
25,Herrera_and_Brokaw,2010,0,25.Herrera_and_Brokaw.2010.0,ES,Pasture,ReptilesES,NeotropicReptilesES,1.TropMoReptilesES,IslandReptilesES,1,1,9,9,0,1,1,0.333,0.667,1.000,-0.405,11,2,Reptiles,Puerto_Rico,Island,Surround_El_Yunque_National_Park,Neotropic,1.TropMo,Tropical_and_Subtropical_Moist_Broadleaf_Forest,-65,18,180,4000,2,Fragmented,1,CA,RVT,Reptiles_Visual_Transect,4,13,Yes,A,Abundance,3,0.333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
25,Herrera_and_Brokaw,2010,3,25.Herrera_and_Brokaw.2010.3,YSF,Young,ReptilesYSF,NeotropicReptilesYSF,1.TropMoReptilesYSF,IslandReptilesYSF,1,1,7,9,-0.251314428,1,1,0.250,0.750,1.000,-0.288,11,2,Reptiles,Puerto_Rico,Island,Surround_El_Yunque_National_Park,Neotropic,1.TropMo,Tropical_and_Subtropical_Moist_Broadleaf_Forest,-65,18,180,4000,2,Fragmented,1,CA,RVT,Reptiles_Visual_Transect,4,13,Yes,A,Abundance,3,0.428571429,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
